0.05123,49221.0
0.10119,49203.0
0.1512,49221.0
0.2013,49091.0
0.25127,49128.0
0.30121,49128.0
0.35119,49147.0
0.40399,49128.0
0.45117,49053.0
0.50129,49053.0
0.55142,49053.0
0.60149,49053.0
0.65121,49109.0
0.70118,49147.0
0.75134,49109.0
0.80125,49109.0
0.85136,49091.0
0.90595,49072.0
0.95346,49072.0
1.00145,49072.0
1.05136,49128.0
1.10123,49091.0
1.15131,49072.0
1.20125,49091.0
1.25139,49091.0
1.30134,49091.0
1.3513,49091.0
1.40794,49072.0
1.45217,49053.0
1.50131,49053.0
1.55137,49016.0
1.6015,49016.0
1.65116,49016.0
1.70134,49016.0
1.75133,49016.0
1.80134,48997.0
1.8514,49016.0
1.90374,48978.0
1.96015,49016.0
2.00144,49016.0
2.05123,48997.0
2.10142,48997.0
2.15128,48960.0
2.20144,48960.0
2.25134,49016.0
2.30134,48978.0
2.35143,49016.0
2.40401,49016.0
2.45232,48960.0
2.50143,49016.0
2.55131,48997.0
2.60131,48997.0
2.65143,48997.0
2.70145,49016.0
2.75442,49053.0
2.80124,48978.0
2.85141,49016.0
2.90418,49016.0
2.95572,48997.0
3.0014,48978.0
3.05147,48941.0
3.10155,48978.0
3.15142,48978.0
3.2013,48904.0
3.25141,48904.0
3.30135,48885.0
3.35143,48904.0
3.41012,48904.0
3.45163,48848.0
3.50141,48904.0
3.55201,48866.0
3.60148,48848.0
3.6514,48904.0
3.70142,48866.0
3.75145,48885.0
3.8014,48866.0
3.85142,48848.0
3.90268,48848.0
3.95323,48792.0
4.00306,48810.0
4.05151,48792.0
4.1014,48829.0
4.15142,48848.0
4.20155,48792.0
4.25149,48848.0
4.30142,48810.0
4.35158,48829.0
4.40282,48829.0
4.4537,48792.0
4.50298,48829.0
4.55191,48792.0
4.60239,48792.0
4.65152,48810.0
4.70148,48829.0
4.75153,48848.0
4.80145,48829.0
4.85163,48866.0
4.90337,48848.0
4.9531,48810.0
5.0023,48773.0
5.05158,48792.0
5.10153,48810.0
5.15165,48810.0
5.20179,48848.0
5.25153,48848.0
5.30148,48848.0
5.35169,48885.0
5.40376,48829.0
5.45345,48848.0
5.50472,48848.0
5.55159,48829.0
5.60148,48829.0
5.65158,48885.0
5.70157,48829.0
5.75171,48922.0
5.80165,48848.0
5.85166,48866.0
5.90384,48866.0
5.95709,48941.0
6.00753,48960.0
6.05164,49016.0
6.10152,49016.0
6.15158,48978.0
6.2016,48997.0
6.2516,49016.0
6.30168,49016.0
6.35169,49016.0
6.4027,48941.0
6.45335,48978.0
6.50318,48978.0
6.5535,48978.0
6.60173,49016.0
6.6517,49016.0
6.70158,48941.0
6.75165,48978.0
6.80162,48960.0
6.85173,49016.0
6.90254,48978.0
6.95322,48978.0
7.00169,48941.0
7.05155,48960.0
7.10167,48960.0
7.15185,48978.0
7.20173,48978.0
7.25163,48922.0
7.30166,48922.0
7.35174,48978.0
7.40195,48978.0
7.45353,48941.0
7.50164,48960.0
7.55177,48960.0
7.60183,48960.0
7.65165,48904.0
7.70176,48922.0
7.75174,48941.0
7.80179,48960.0
7.85176,48941.0
7.90226,48904.0
7.95301,48941.0
8.0018,48904.0
8.05175,48904.0
8.1018,48904.0
8.15179,48904.0
8.20175,48885.0
8.25173,48904.0
8.30172,48904.0
8.35189,48904.0
8.40409,48885.0
8.45263,48885.0
8.50182,48904.0
8.55183,48904.0
8.60175,48904.0
8.65181,48904.0
8.70183,48904.0
8.75186,48885.0
8.80225,48885.0
8.85204,48904.0
8.90461,48866.0
8.9521,48885.0
9.00181,48904.0
9.05185,48904.0
9.10191,48866.0
9.15188,48848.0
9.20181,48848.0
9.25173,48904.0
9.3018,48866.0
9.35197,48866.0
9.40371,48885.0
9.45366,48866.0
9.50185,48829.0
9.55184,48848.0
9.60178,48866.0
9.6519,48848.0
9.70185,48829.0
9.75183,48866.0
9.80188,48829.0
9.85177,48829.0
9.90317,48829.0
9.95314,48829.0
10.00186,48829.0
10.05182,48829.0
10.10192,48829.0
10.15184,48848.0
10.20178,48848.0
10.25189,48866.0
10.30196,48829.0
10.35198,48829.0
10.40342,48829.0
10.45375,48829.0
10.50193,48829.0
10.55186,48829.0
10.60181,48792.0
10.65191,48829.0
10.7019,48773.0
10.7519,48829.0
10.80191,48829.0
10.85194,48773.0
10.90304,48829.0
10.95407,48792.0
11.00198,48792.0
11.05196,48810.0
11.1019,48792.0
11.1518,48792.0
11.20188,48810.0
11.25194,48754.0
11.30188,48810.0
11.35212,48754.0
11.40366,48810.0
11.45405,48792.0
11.50195,48773.0
11.55193,48754.0
11.60205,48773.0
11.65199,48773.0
11.70199,48773.0
11.75197,48754.0
11.80208,48773.0
11.85197,48754.0
11.9047,48736.0
11.9529,48754.0
12.00206,48754.0
12.05195,48717.0
12.10206,48754.0
12.15205,48754.0
12.20196,48754.0
12.25192,48717.0
12.30197,48754.0
12.35205,48754.0
12.40313,48754.0
12.45213,48754.0
12.50202,48717.0
12.55201,48717.0
12.60224,48754.0
12.65204,48754.0
12.70215,48717.0
12.75239,48717.0
12.80197,48754.0
12.85201,48736.0
12.90992,48754.0
12.95809,48717.0
13.009,48754.0
13.05206,48717.0
13.10245,48717.0
13.15216,48754.0
13.20208,48717.0
13.25214,48680.0
13.30219,48698.0
13.35217,48698.0
13.403,48754.0
13.45231,48680.0
13.50225,48698.0
13.55206,48717.0
13.60218,48736.0
13.65229,48717.0
13.70214,48680.0
13.7522,48698.0
13.80213,48680.0
13.85218,48661.0
13.90224,48698.0
13.95223,48680.0
14.0023,48680.0
14.05216,48680.0
14.10235,48717.0
14.15224,48680.0
14.20243,48680.0
14.25218,48698.0
14.30212,48680.0
14.35215,48698.0
14.40228,48698.0
14.45229,48717.0
14.50219,48680.0
14.55225,48717.0
14.60216,48698.0
14.65227,48661.0
14.70219,48698.0
14.75218,48698.0
14.80227,48680.0
14.85243,48698.0
14.90185,48661.0
14.95228,48698.0
15.00228,48698.0
15.05226,48680.0
15.10223,48698.0
15.15209,48698.0
15.20224,48680.0
15.25224,48680.0
15.30214,48680.0
15.35279,48698.0
15.40233,48717.0
15.45223,48698.0
15.50225,48680.0
15.55224,48698.0
15.60228,48680.0
15.65237,48698.0
15.70227,48680.0
15.75233,48717.0
15.80231,48717.0
15.8523,48680.0
15.90221,48698.0
15.95225,48698.0
16.00234,48717.0
16.05241,48680.0
16.10246,48754.0
16.1522,48717.0
